sentiment,airline,text
positive,Delta,@JetBlue glad you like it. Feel free to steal it.
negative,American,@AmericanAir why would I pay $200 to reactivate my points that are only useful for certain flights that aren't even worth $200?
neutral,Southwest,@SouthwestAir : thanks.are flights operating now or Cancelled Flightled?
neutral,Delta,@JetBlue  Not blaming Jet Blue.  This wasn't weather. Can't have planes in the air and runways a mess. That's a disaster waiting to happen.
neutral,Southwest,@SouthwestAir I am just wondering when are you going to open up fares for November?
neutral,US Airways,@USAirways @AskPayPal So I contacted my bank. They took the money out today. I also contacted @USAirways they said my reservation is
negative,US Airways,@USAirways nothing important to do.  Why was I told to wait in the @AmericanAir line?  #patiencerunningout
negative,Southwest,@SouthwestAir Every flight flown by me personally(about two round trips per month) is FULL. Still hard to believe. Fly 8 hours thru ATL?NO
negative,Delta,"@JetBlue Hey guys, why did my last flight earn me 0 pts? http://t.co/1syWlmTZek"
negative,American,@AmericanAir really
negative,US Airways,"@USAirways stuck at the gate in Charlotte, NC waiting for ""release papers"" and a fix for a broken computer system."
positive,US Airways,"@USAirways I wasnt  flying your airline tonight, however a friend was and I was present for her help. I flying United and they could learn."
negative,Virgin America,@VirginAmerica on flight VX399 headed to LA from JFK - dirtiest VA plane I have ever been on. Sad for a great airline.
neutral,American,"@AmericanAir 
Thank you for responding...My laptop is in my bag and I need it for work. I am worried. The file code is UTEVGW."
negative,United,@united how come the crew traveling on the flight gets a better seat and I get stuck checking my bag and the crews bag got on the flight.
positive,United,@united Worked like a charm. Bag was waiting on the carousel when we got to baggage claim. #welldone #goodflight #friendlysky
neutral,Southwest,"@SouthwestAir unfortunately no, it's my lack of status that's the big problem. My company policy forces me to buy the cheapest tickets"
negative,Delta,"@JetBlue figured it out 4 flight 2morrow. Hard to believe with oil so low, and the killing u make that even part of a hotel can't be comp'd"
negative,American,@AmericanAir cut it. Put me on a flt tomorrow.
neutral,Delta,@JetBlue I sure hope you guys get me to DC to speak tomorrow! &amp; @JohnNosta &amp; @United: I'm winning here with @JetBlue
neutral,Delta,@JetBlue I can't pay 30 bucks xD
neutral,Delta,@JetBlue @EllaHenderson Ah! Wish I was there! Good luck!
negative,Delta,@JetBlue full the six of us had to leave flight. And now have to wait a whole day to get a flight and my kids will miss school.
negative,US Airways,@USAirways oh I got right through to an agent. They just kept putting me on hold and still didn't fix the problem
negative,United,@united--excited to barrel through the sky at 600mph on a 75 ton piece of metal operated by a company that can't get their tiny TVs to work!
negative,Delta,@JetBlue Call was not made by the inflight crew. They in fact asked us why we didn't bring it on.
neutral,Southwest,@SouthwestAir FREE Cable Out of this World Technology and a mans dream come true... FREE and PORTABLE???!!! http://t.co/Qw1til96YA
negative,United,@united now finally in memphis. Landed 30 minutes ago. Still no bags. Paying for a service that just gets worse...
negative,American,"@AmericanAir delivered mom's delayed bag to the wrong place. 2 hrs on hold yesterday, &gt;1 hr today. Still no bag. #AA http://t.co/QKkJdFObOS"
negative,United,@united My bag is lost and I can't get ahold of anyone that can help
neutral,US Airways,"@USAirways @AmericanAir Just had to buy a ""safety"" ticket online. You'll refund whichever ticket(s) are unused, in full, without penalty."
negative,US Airways,@USAirways I have been on three planes for flight 1907 and still haven't left the ground BAD SERVICE #sad
negative,US Airways,"@USAirways never in my life have I dealt with such poor customer service, irresponsible staff and lack of care LGA-IAH day 2, baggage in NC?"
negative,US Airways,@USAirways   No one picks up the phone all day/  no opportunity to leave a voicemail
negative,United,@united be worse?oh you can't! delayed with no reason on the way to Lon;flight Cancelled Flighted with NO REASON less than 2 days before returning.
negative,United,"@united Found flight after 2.5 hrs. How am I offered a $200 flight voucher 12 hrs before, lose my seat out of neglect, then get nothing?"
negative,Southwest,"@SouthwestAir how do i know that my information is not found on other people's account?  I can see someone else's reservation, rr # and trip"
negative,United,@united Hey so many time changes for UA 1534. We going tonight or what? MIA - EWR
negative,United,@united cannot direct message you you do not follow us. I want my luggage.  Please hep
positive,Virgin America,"@VirginAmerica first time flying Virgin, went to #SanFrancisco .Thanks for the smooth ride. Easily my new fav airline!"
negative,United,@united so is the ^JJ standing for Just Joking?  I am not finding the humor.
negative,American,@AmericanAir you Cancelled Flightled my wife's flight and she has to call but your service won't even let us. Going on 7 hours now.
neutral,Delta,@JetBlue I know you guys are super busy but is flight 1222 an a320 or e190?
negative,US Airways,@USAirways I submitted refund request b4 1st flight 2 days ago. Is that all I need 2 do?
negative,Delta,@JetBlue ...second incident of lost baggage.  I sent you a DM.  Thoughts?
negative,US Airways,@USAirways Not happy with start of trip!  Cancelled Flightled flight #poor customerservice
negative,Delta,"@JetBlue hey JetBlue.  Still waiting to hear where you lost my 9'8"" surfboard between JFK and BQN airports."
negative,American,@AmericanAir hi we have lost and found solution we want to offer for free to assist with contacting people when items are found
negative,US Airways,@USAirways My daughter is stranded in charlotte because US Airways Cancelled Flightled her flight tonight.  Completely dissatisfied with @USAirways
neutral,American,@AmericanAir can you help me update a birthday that was incorrectly input in a reservation? This is preventing me from checking in
negative,US Airways,"@USAirways I needed to be at my destination by lunchtime today. No one could get us on a flight, but I've since learned @Delta had one!"
negative,Delta,@JetBlue yeah I'm aware of that. Hence my original msg to you.
negative,US Airways,@USAirways @Beamske But maybe I can be on hold for 30 minutes again. That would be just as amazing.
negative,American,@AmericanAir robocalls me with another Cancelled Flightation. And then when I don’t accept the change it won’t let me connect to an agent. Just wow.
negative,US Airways,@USAirways No hot food on a 5 hour flight? Crazy. Couldn't eat in PHL b/c our original connection was 40 min Late Flight. What gives? #PHLtoLAS
neutral,Delta,“@JetBlue: @maatkare67 We hope you're still our bae! @TatianaKing @thewayoftheid”haa man
negative,American,@AmericanAir and just bad cs! I will be back on @JetBlue  at least when you stuck they look out for you and apologize for any trouble
negative,Southwest,@SouthwestAir #JamesAsworth has the worst corporate account manager #22 Brent. I will now take my 70plus flights to @Delta thank you
negative,American,"@AmericanAir can you do anything to get #AA953 moving? Been almost 24 hrs and hundreds at jfk upset, tired and want to get to BA."
negative,American,@AmericanAir You lost a customer today. Flight today was Cancelled Flightled and I had to find out by calling customer service yesterday.
neutral,American,@AmericanAir due to road conditions
negative,US Airways,@USAirways Flight 496. How are u going to compensate me for sitting on the tarmac for 90+ mins and missing my PHX - BOS connection?
positive,American,"@AmericanAir @maryella_green just received it, actually. Thank you!!!!!!!!!"
negative,United,@united space. Doctors' notes and everything. And on my first trip they lost my first suitcase. Among other issues- not pleased with #united
neutral,Southwest,@southwestair #ftw! ✈️ Hope they'll sing us a song on our flight to Phoenix today. (@ Terminal 2 (Humphrey)) https://t.co/mAvIgetbBw
negative,United,@United also ran out of water and refused service #costumerservice #legit #jk
positive,Delta,@JetBlue I just wanted to say flight attendant fitz was the best tonight on flight #1326 bwi/Bos. Great guy and made the flight fantastic!
negative,Delta,"@JetBlue If this is customer service, then please call me."
neutral,American,"@AmericanAir daughter record loc. is KYBILC. She is traveling with 3 y.o. and needs to be in adjacent seats, not across isle."
neutral,Delta,"@JetBlue Have a cup coffee and relax while you check out the New Deals and Promotions at Avon, twice a month at Doug @dcoadavon"
negative,United,@united Your ERI-ORD express connections are hugely popular .. now if only we could have an ERI-EWR hop! :)
negative,American,@AmericanAir @emeyerson @ggreenwald Don't wait on a bag. Go to Walmart and get what you need for tomorrow morning.
negative,United,@united once again my bag is lost when I travel united!!!! Please do something
neutral,United,@united I sent in my feedback.  Thank you.
positive,Southwest,"@SouthwestAir THANK YOU. I left my iPad on a plane, filled out a lost and found form. Yall found it and shipped it back. Thank you #flySW"
negative,United,"@united yes, but it's not looking. The ticket agent at out terminal dismissed us and we missed a chance at a Miami flight then to DR"
negative,Southwest,@SouthwestAir yes we did file a report and were treated rather rudely at midway baggage claim. Now we wait 2 days to get our luggage.
negative,United,@united 30 hours Late Flightr still no answers stuck in Houston. Keep getting put on phantom flights that never apeared. #BadCustomerService
negative,United,@united terminal at MIA should have food open before 5am esp when there are flights at 6am. Two hours early like recommended. Can't eat.
negative,American,"@AmericanAir I'd just like to know where my bag is, when I'll get it and why I don't have it already. No accountability from Cust Service."
neutral,American,@AmericanAir #oaaret is our flight Cancelled Flightled?
positive,Delta,@JetBlue flight to Orlando is unable to serve hot bevies.... So they've made movies and alcohol complimentary. That works
neutral,US Airways,@USAirways what's the charge for oversize? Not overweight
negative,American,@AmericanAir I have to miss a whole days worth of work tomorrow but I'm suree you guys don't care
neutral,American,@AmericanAir @USAirways I need to Cancelled Flight a flight I booked earlier tonight. Are you able to do it over Twitter?
negative,Southwest,@SouthwestAir what robot is running this account. The same one that doesn't remember anything they ask. Same conversation over and over.
negative,United,"@united that's what I tried to do, but when entering email into 2nd device made email typo. No way to fix it &amp; no option to log out/in!!!"
positive,United,"@united I was well taken care of, thanks. I've already been sent a survey request &amp; I'll share my positive experience (despite delay)"
neutral,Delta,@JetBlue excited for my first flight w/ you today! It's delayed though- can you give me the 411? Flight number 989 from Boston to DC
positive,US Airways,@USAirways still not in the air for deicing of plane. I'll miss connect but customer service was helpful.I'm hoping to catch the next flight
neutral,US Airways,@USAirways shout out to Cathy at the Vegas airport check-in for hooking us up!
positive,American,@AmericanAir congrats on your call center customer service! A guy named Fidencio answered and he went above &amp; beyond to help me! 👌👌👌
negative,US Airways,@USAirways where's our luggage? Been waiting more than an hour! Flight 2118.
neutral,Southwest,@SouthwestAir flying by myself is getting old
negative,Southwest,@SouthwestAir you guys just rip me off if I could Cancelled Flight every flight I had booked for my employees I  would Buyer beware
negative,US Airways,"@USAirways She spoke with someone this AM and was told that breast pumps aren't medical equipment and that she should have ""planned better."""
negative,Delta,@JetBlue is flight 51 on 4/24/15 moved back? When I booked it said we arrive 11:31 but now it says 12:08 😢
negative,Virgin America,@VirginAmerica your no Late Flight bag check just lost you my business. I missed flight and AM apt. Three other people on flight had same exp.
negative,United,@united  Thanks for nothing! No Atlanta Lounge? Your Ap says NO. Sure nothing at Terminal T http://t.co/tFjfMSHa2k
negative,US Airways,"@USAirways I have LITERALLY been on hold since 3am est.PlatinumEventually hung up &amp; again back on hold. Understand weather, but ridiculous."
negative,United,@united appreciate getting put on hold for 20min and then getting hung up on because I was requesting help for big group. I'll try #Delta
negative,Southwest,"@SouthwestAir flight 1613 Cancelled Flightled??? My wife is stuck in Phoenix on the way from slc to san
Thanks a lot southwest!"
positive,Southwest,@SouthwestAir we're pulling off the runway now! Making new friends with seat mates. Thanks for the response CB.
neutral,Delta,@JetBlue saving my sanity. Leaving it behind for sunshine. #escape #FL #bliss #travel #InDenial #WhatFrozenPipes http://t.co/6TtzEJV3hY
negative,US Airways,"@USAirways Cancelled Flightled flight, 50 person line and one agent helping to rebook. You could've handed this one better. http://t.co/By3vDioSUA"
neutral,United,@united I'll let you know week after next when I do another coast-coast RT again.
positive,Virgin America,@VirginAmerica twitter team. you guys killed it for rescheduling me asap. thank you!
negative,US Airways,@USAirways @traveloneworld .. Utterly frustrated after 4 hours on hold call was disconnected. I need to amend a Flight Booking Problems. HELP! OW Emerald
negative,Southwest,@SouthwestAir SWA helps the hotel industry. I always book flights a day before I need to be somewhere as SWA consistent Cancelled Flights/delays.
negative,American,"@AmericanAir and even worse, by the time you responded to my tweets I took two flights over five hours. And that was the quickest response!"
negative,Southwest,@SouthwestAir okay I understand a delay one way. But both ways? C'mon #annoyed #flights
negative,United,@united Now about two dozen back in line to see a single CSR for reFlight Booking Problems final leg. (Kiosks on fritz.)
negative,Virgin America,@VirginAmerica I requested a mileage challenge for status several weeks ago online but haven't heard back. How do I get help with this?
positive,Delta,@JetBlue Thanks! See you soon!
negative,United,"There were plenty of empty seats in coach ""@united: Your dissatisfaction is understood. Crew members traveling for duty are pre-booked on f"""
negative,United,@united we're still waiting to find out your rep is working hard - most upset about having to wait to tomorrow pm to get to mammoth
positive,Virgin America,"@VirginAmerica, the only airline based in Silicon Valley! #disruption #FCmostinnovative #incubator  @FastCompany's http://t.co/wU3LbCNcr9"
neutral,American,@AmericanAir do you guys have wifi on international flights?
neutral,Delta,"@JetBlue CEO's challenge: appease passengers, Wall Street - The Columbian http://t.co/pG96ys9aSW"
negative,United,@united yes at 2am...but now back on a plane again and delayed again due to baggage loading issue... http://t.co/NfAQHhr09j
negative,Virgin America,@VirginAmerica seats in Row 8 don't recline should mention that on your website #soreback
negative,US Airways,@USAirways. On phone hold for 30+ mins trying to speak to an agent. Can't change reservation online. Sigh. #badcustomerexperience
negative,US Airways,@USAirways so I still need to stay on hold? http://t.co/04SDytT7zd
positive,Delta,@JetBlue PDX to JFK was suuuuper HOT.
negative,American,@AmericanAir so I have to call back at 9 since the department is closed. This has to be the biggest bunch of bull!
negative,Southwest,@SouthwestAir three hour flight to Orlando and no wifi? Uncool. #firstworldproblems
positive,Southwest,@SouthwestAir thanks for adding straight flights from Columbus to Oakland!
negative,United,"@united employees are the angriest, angst-iest group of people anywhere (except for Tasha at check-in at IAH.) @dad_or_alive"
negative,US Airways,@USAirways I want to speak with someone immediately. I am shaking with rage. I offered to hate check my bag and Derrick bussey treated me
negative,Delta,"@JetBlue flight was Cancelled Flighted. Do I need to file a claim for the $50 credit I'm entitled to per yr bill of rights, or will it just be issued?"
negative,US Airways,@USAirways it shouldn't take longer to get to the gate than the flight itself takes.... 59 minutes flying time - 47 minutes on runway so far
positive,Delta,@JetBlue Was nice to see your Veterans Advantage Program at the gate on Sunday @ MCO.Keep up the good work at  JetBlue
neutral,United,@united Do you have any flights with lie flat seating from STL to PDX around the date of March 5?
negative,United,@united I'm on hold for the 4th time waiting for you to resolve and issue with a flight for my 6-year-old son. #terribleservice #NoService
negative,United,@united but we are on All Nippon now (booked by United to replace the one we missed).
neutral,Southwest,@SouthwestAir can take u to Midway-Chicago March 8th-April 6th. Can't make it then? @AmericanAir can get u to @fly2ohare year round. #FlyPBI
negative,US Airways,@USAirways @AmericanAir will one of you please answer the phone?
negative,United,@united But it's doubtful he'll fly United again and he will be traveling a lot as a sales manager covering all of North America
positive,Delta,"@JetBlue  FLL to MDE, great flight, great customer service, THANKS! 2 mths waiting  @AmericanAir  to speak to a human at customer service"
negative,American,@AmericanAir Don't require us to memorize a five-word phrase and remember it after we hear another six million options
negative,US Airways,"@USAirways Thanks means a lot after I was verbally cussed out, charged extra for a bag, &amp; then told "" I don't feel like dealing with it"" 😒"
positive,United,"@united been solved,  they finally picked up the second time I called,  thanks for the response JH!  7:21 to dulles works!"
positive,American,@AmericanAir it's always nice coming home but I wish you'd fly LAX-MAD and keep me away from Iberia 😜✈️ #GoingForGreat
positive,United,@united great flight into PVD. Smallest plane I have ever been on and smoothest landing ever!
negative,Southwest,"@SouthwestAir @saianel You could have just said ""We don't know"""
positive,Delta,".@JetBlue Wish you would make Austin, TX a hub. Missing you as my “only” airline for all my biz travel since I moved from BOS. :("
negative,American,"@AmericanAir hey ho its not me losing any money (only you) just next make sure you stick to the ""flyers right's booklet"""
negative,United,@united flight #1 no luck on #standby
positive,Southwest,@SouthwestAir @SAMoore10 Thank you for your kind response.  The acknowledgement and apology go a long way! #southwestrocks
neutral,US Airways,"@USAirways Darn it, first in line for no upgrade! Wish I understood the policy. :) http://t.co/xGPaAyFDwt"
negative,Southwest,"@SouthwestAir can tweet through the weekend/ bad weather, but closes down customer relations center to process refunds for Cancelled Flighted flights."
positive,Southwest,@SouthwestAir the crew of 4649 has been great to us today. Traveling from Ft. Lauderdale to Louisville with 2 kids 7 and under. Thanks!✈️✈️
negative,United,@united WHERE IS MY FUCKING BAG?!?! Where the fuck is my fucking bag??? TELL ME NOW OR GIVE ME A NUMBER TO CALL A HUMAN. SAN68059M
negative,United,@united then watched my connecting flight in DEN pull away from the gate only to pull into THE SAME gate. #SlapInTheFace
negative,United,@united have you inspected the picture? routine aircraft check while on his cell phone? What will the FAA &amp; NYT say ? http://t.co/bNgpli8JT6
negative,American,@AmericanAir I will never fly with you guys again! I am stuck in memphis another day. Called to be credit something anything
negative,US Airways,@USAirways making folks run from gate C29 to A18 to B11 with NO EXPLANATION and zero carts to transfer elderly and handicap. #PHL
negative,United,@united usually your lounge staff are fantastic! Except today in MCO where almost denied entry to lounge even though traveling united-first
negative,Southwest,"@SouthwestAir I understand. But it's consistent, and been consistent for years. It's known around the country."
neutral,Southwest,@SouthwestAir CEO discusses possibilities of NHL Vegas arena naming rights http://t.co/t3E4SH5xNg @SMUSportMgt #sportsbiz
negative,United,@united never ever again will I be Flight Booking Problems a flight with United or any affiliate if there is a chance to get on a United flight
neutral,Southwest,@SouthwestAir   Are flights going into Dallas this morning?   Thanks
negative,Delta,"@JetBlue Why not just take her info in the beginning and if cut off, call back? We do that in my medical practice. We are frequent flyers :("
neutral,Southwest,"@SouthwestAir my flight at BWI is delayed and I will miss my flight in Denver, is there a way to find out if they will hold the plane?"
negative,US Airways,@USAirways has an SPF record error that is causing e-mail from noreply@usairwaysmobile.com to go to spam filters. DNS admin needs to fix!
positive,American,@AmericanAir @USAirways wonderful FC FA on flight 2062 pre dawn!  Nice start to the day!
negative,Delta,@JetBlue says the person who hasn't been delayed for hours and now sitting on a runway with a wailing baby ;)
negative,US Airways,@USAirways ticket counter people here are not helping and just want to charge more money even after this horrible day.
negative,United,"@united Not until tomorrow night. And the hotel voucher had higher rate than travelocity Not loving cost, but hard working staff"
neutral,United,@united is there an email address I can reach? Too long for a DM.
neutral,American,@AmericanAir - Can you please give me a travel agent support phone number? I cant find it on your website. Thanks.
negative,US Airways,@USAirways forgetting to fuel up? Realizing there was more cargo to add to plane? One way to try and mask a delay.
neutral,US Airways,@USAirways I was supposed to be on flight 1861 from Charlotte to RDU @ 8:20pm yesterday. Is the same flight scheduled for departure tonight?
positive,Delta,@JetBlue we made it safe and sound. Thank you for the safe travels.
neutral,US Airways,@USAirways with this livery back in the day. http://t.co/EEqWVAMmiy
negative,Delta,@JetBlue @KyleJudah be responsible for replacing it
negative,American,@AmericanAir I'm getting calls from 1-800-433-7300 but the calls seem to drop instantly. Is there any alternate avenue for resched. support?
negative,United,"@united when I read it say ' in some cases' can you please define this for me, when for example would it not be the case?"
negative,Southwest,@SouthwestAir All flights are booked . They are saying I have to wait until tomorrow.
negative,US Airways,@USAirways I do but the real ? Is why your staff can behave offensively. Flight 699. Please look into it. Message me if you want particulars
negative,American,@AmericanAir TY Can you confirm or deny if AA953 left JFK? I want to figure out if more delays are in store. Internet giving different info.
negative,United,"@united I'm not sure it will have ""next time""..."
positive,American,@AmericanAir I'm booked for Tuesday night. 60 degrees in Alabama right now. I'm good. Stay warm and safe.
negative,United,@united @abigailedge Another glitch??
negative,American,@AmericanAir flight 1019 I need 2 b on the first flight out frm MIA 2 TPA. I'm extremely irritated. I've been at this airport for 5.5 hrs.
negative,American,@AmericanAir from the rude ticket counter employees to forcing my wife on standby and then pushing her down the list.. it was a very bad day
negative,US Airways,@USAirways I asked for some reimbursement something like miles added to my account and was told to call customer service
negative,American,"@AmericanAir I guess that is your way of saying thanks for sharing but I can't help you, Good Luck. Happy Birthday to me. Ugh"
negative,Delta,@JetBlue Found someone to ask. No answers. Landed almost 40 minutes ago.
neutral,Delta,@JetBlue Hey any chance you have an update on Flight 99 Hartford to D.C.?
negative,American,".@AmericanAir (2/3) ...I sat on the runway for 4 MORE HRS b4 takeoff (10 hrs Late Flight, 4:30 AM). Pilot plainly stated it was a comp/mech issue."
negative,United,@united has the worst flight attendants. They are like those angry and drunk aunts that we all have. Everything has to be an argument.
negative,American,@AmericanAir don't worry. I'll be sending a letter with what I expect from you for compensation. I fly twice a week w/you guys...for now
neutral,United,@united happens every time in and out of Newark.
negative,US Airways,@USAirways understood. It simply feels as if the staff is not being entirely truthful about the situation.
negative,US Airways,@USAirways @PhilaCarService looks like a long trip from cancun to philly? 9 hours Late Flight? Seriously?
negative,US Airways,@USAirways done it! Process initiated Saturday morning.  Can't get info with website issues &amp; inadequate phone coverage.  How 2 get update??
negative,United,@united Another awful experience and Victoria at the check in desk in STL could not have been more rude and condescending.
negative,Delta,"@JetBlue well, your new baggage fees, fare structures and reduced legroom has turned you into every other hated carrier in the US. Congrats"
neutral,Delta,"@JetBlue ""Do what you love and you'll never work a day in your life."" 😊"
negative,US Airways,@USAirways sits on a throne of lies
negative,United,@united I get that. But doing it by giving inaccurate/misleading info doesn't seem like a great way to do it. #hopethegearmakesitintact
neutral,Delta,@JetBlue ok should I start looking into other flights?
positive,United,@united Thank you.
negative,US Airways,"@USAirways 1st a Late Flight plane, then missing flight crew, then maintenance problems, gates switched 4 times. You call this customer service??"
negative,United,@united no chance in hell. I'd rather walk. Worst airline ever.
neutral,American,@AmericanAir Connection is US2065
positive,US Airways,@USAirways we haven't departed yet so let's not get too high hopes.  But everything has been on schedule so far
negative,US Airways,@USAirways You should be prepared for Weather. All I want to do is find out if I can take train to PHL to catch my connection.
negative,American,"@AmericanAir all right, but can you give me an email to write to ?"
positive,Delta,.@JetBlue 4 min response time. I'm impressed! I'm in. It's official.  :-) #trueblue  JetBlue gets social.
negative,United,@united I can understand that but to not have another plane available when there is a full day till departure is unacceptable. Phoenix?
neutral,Delta,Can You please help to save my daughters life @JetBlue for details Go here @Help_Lindsey
negative,American,@AmericanAir @travisamex It's not the weather. It's also gross incompetence. Understaffing. Crew forgetting to load bags. Don't duck truth.
negative,Delta,@JetBlue your customer service today was deplorable.  There were plenty of ways u could have gotten us on that flight. #badcustomerservice
negative,US Airways,"@USAirways What is with your lost &amp; found.  My wife lost her phone in Philly, &amp; followed your web instructions to call an 800#.  No answer."
negative,US Airways,@USAirways I don't like being lied to. No bad weather in dc md va. I've been stuck in CA all day and should've been home by now. You owe me.
negative,American,@AmericanAir YOU FUCKING SUCK
neutral,Southwest,@SouthwestAir my PR class would luv to know who's in charge of your Twitter. How many people write your tweets? #gracias
negative,US Airways,@USAirways thx for delayed checkin on noon flt to mia then forcing me to take Late Flightr flts which were delayed. Cincy to Miami in 13 hrs! #fast
neutral,American,@AmericanAir is DFW accepting any arrivals or departures today?
positive,Delta,"@JetBlue done, thank you!"
positive,Southwest,@SouthwestAir  thanks for adding passbook ability! Hopefully we can do group passbook tickets in the future somehow.
neutral,American,@AmericanAir could you check if there is SVU space on AA199 MXP-JFK Feb 28th? Thanks
negative,United,@united had a different fiasco on my outward trip and was rebooked on to qantas lax-Syd. No FF miles show up in my account for that :(
negative,Delta,@JetBlue we were on b6 619 this morning from Boston to beautiful San Diego. We really were bummed the satellite was broken. :(
neutral,United,"@united I need to get from Albuquerque, NM, USA, to Cebu, Philippines. I'm providing educational help for 800 kids. Can you help me?"
negative,US Airways,@USAirways strikes again--Late Flight crew #3/4 for the trip and maintenance #2/4.  Worth the extra $200/trip for less hassle and fewer delays
positive,United,.@united This flight attendant was extremely helpful to a woman who had a hard time walking. Very touching!
negative,American,@AmericanAir  your customer service is deplorable. I am disgusted in your company and the ignorant people on the phones for lost baggage.
positive,Southwest,@SouthwestAir telling my Fam in Vegas now. :)
negative,US Airways,"@usairways trick for getting into your hold queue?  I've been calling since Thursday and keep getting the ""call back Late Flightr"" message"
negative,US Airways,@USAirways how about a little help for the two gate agents trying to rebook flight 1707?
negative,Southwest,@SouthwestAir what to do when you show up to your destination with no clothes in your suitcase? #nakedmeetings #awkward
positive,Southwest,@SouthwestAir Hi Guys good morning how are you doing
neutral,Southwest,@SouthwestAir I need Imagine Dragons like I need air..... PLEASE HOOM ME UP FOR THE VEGAS SHOW ( ͡° ͜ʖ ͡°)
negative,Southwest,@SouthwestAir Your onboard wifi is so bad it's taking me 20 minutes to send this tweet.  Working is off the table. #disappointed
negative,United,"@united I did start a claim but 8-10 weeks is unrealistic, am I really supposed to go that long with out a car seat for my child.Ridiculous!"
negative,US Airways,"@USAirways and at this point I don't need sorry, I need a revers agt to pick up the call so maybe we can make the 11:30 flight today"
positive,Delta,@JetBlue haha. TY. Do you know what time that lane opens at Logan?
neutral,US Airways,@USAirways but i bougth mc caren to jfk with same agency and delta airways . Delta refund money but usairways doesnt accept to refund
positive,Delta,@JetBlue and a HUGE thanks to the crew on flight 1348 who flew in to DCA from SJU Monday night in the snow so we could have a plane!!!
negative,United,"@united it was UA381 on 14 Feb. Point is, overselling flights= bad. Making people wait 1hr while you kick them off after boarding is worse"
positive,Delta,"@JetBlue If you ""follow"" me, I will be able to DM you.  Thanks."
negative,Delta,.@JetBlue @ZKatcher 😂😂😂😂😂OMG. Bored &amp; read through this convo.. Seems like JetBlue is on point.
negative,Southwest,@SouthwestAir Seriously? FOUR DELAYS? Only takes 42 minutes to get to Vegas from @flyLAXairport &amp; I have a connecting flight. #ridiculous
negative,Delta,@jetblue is giving me false hope of ever getting home
neutral,United,@united my reservation were changed so that I can longer make my connecting flight. How can I change this without incurring a fee?
negative,American,"@AmericanAir @CineDrones I just wish that a team member would pick up the phone at this point, let alone be courteous or helpful 😳"
neutral,United,"@united Hi, Im flying SFO-LAX-SAL-CLO. My connecting time in LAX is 1h45m. Is it enough time? Do I have to collect my bag and recheck on AV?"
negative,Southwest,@SouthwestAir will continue to be my airline of choice. @united -most frustrating travel day I've experienced. 5 delays and 4 gate changes?!
neutral,American,@AmericanAir When did they start to sell water @AdmiralsClub ?
negative,United,@united 20 min more delays to flt 2086 at sfo 2 load 2 more pax makes no sense. Will strand many of us overnight at ORD due to missed cnxns
positive,Southwest,"@SouthwestAir neveind, it's been found and on its way. Thanks for making the process so painless"
negative,Virgin America,@VirginAmerica why are your first fares in May over three times more than other carriers when all seats are available to select???
negative,Delta,"@JetBlue the one man in baggage office says ""I dunno"". HELP"
negative,US Airways,"@USAirways so mad I can't even believe  you guys Cancelled Flight my connecting flight after I leave the first stop, &amp; give me a useless hotel voucher"
negative,Southwest,"@SouthwestAir WTF, my flight was delayed and then I go to board and my boarding pass has disappeared from the Southwest app!"
negative,Delta,"@JetBlue 
But if customer service ment anything to you.... you would try. Quoting policy is never effective customer service."
negative,United,@united that is not in line with your responses here. And now I'm waiting until tomorrow morning because all the flights are overbooked.
negative,US Airways,@sarahpompei don't bother wasting your time!  @USAirways will send u a form letter &amp; let u choose a gift certificate. #worstcustomerservice
negative,American,@AmericanAir delayed flight six hours. Missed international connection= extra night in a hotel and still have to pay for a 15lb surfboardbag
neutral,American,@AmericanAir Group Cancelled Flights close to a thousand #flights Monday http://t.co/v1RADYKEP2
negative,United,@united thanks. Just was able to do it on the app myself. Still not customer service to be seen in YYZ
negative,Southwest,@SouthwestAir when and why was flight 4471 from MSP Cancelled Flighted this AM?
negative,US Airways,"@USAirways already called, no other options, flight is being reimbursed. Never again, you are unreliable for business travelers."
positive,Delta,@JetBlue you're welcome 👍👍👍 http://t.co/67k4N9eQ6E
neutral,United,@united make sure you take care of @LSUsoftball team &amp; @LSUQuinlanDuhon team. We are 16-0!!!!
negative,US Airways,@USAirways it's flt 4827 to ELM - still no gate and still have to make it thru customs
negative,United,@united When will email address/username sign-on be available? It's been a while.
negative,Delta,"@jetblue, it would be nice if the app would actually inform you that a flight is delayed."
negative,American,"@AmericanAir If you care, could you have someone call me to explain what is going on."
negative,US Airways,@USAirways I'm sick of living in an airport!! #getittogether
negative,United,@united it won't help...been there done that.
positive,Delta,@JetBlue you're killing me now. :-) You got me! #smitten #trueblue
negative,US Airways,@USAirways PLEASE HELP need our plane to wait to go to #ELMIRA on Tarmac over an hr baggage took 45 and still not here thru customs
negative,Southwest,"@SouthwestAir the person I talked to couldn't do anything not normally available online other than the ""no charge"" part."
negative,United,@united we still need help. Hung up on twice. Customer service rep said there is no way to help between the gate rep and phone rep.
negative,Delta,@JetBlue What's your excuse this time for 1117 delay from LGA to TPA? I know the plane is in the air.
negative,US Airways,"@USAirways beware,  Barklays bank has terrible cust service. Will not assist, only know to go by badly written book(in English)."
negative,United,@united @44Stocker my wife Sarah stocker did also called but could not connect me to customer service
negative,US Airways,@USAirways how do I change flights . 3 hours is crazy please help
